store,item,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31,day_32,day_33,day_34,day_35,day_36,day_37,day_38,day_39,day_40,day_41,day_42,day_43,day_44,day_45,day_46,day_47,day_48,day_49,day_50,day_51,day_52,day_53,day_54,day_55,day_56,day_57,day_58,day_59,day_60,day_61,day_62,day_63,day_64,day_65,day_66,day_67,day_68,day_69,day_70,day_71,day_72,day_73,day_74,day_75,day_76,day_77,day_78,day_79,day_80,day_81,day_82,day_83,day_84,day_85,day_86,day_87,day_88,day_89,day_90
1,11,42.126293,43.371506,43.484516,44.800346,43.8126,42.52431,43.04368,43.600315,43.261803,44.61552,42.77352,44.39102,42.027767,46.36073,42.33533,43.530556,43.829117,44.94029,44.152454,45.11537,43.390434,42.613846,44.296864,42.732372,45.153667,44.560314,45.493446,44.822727,44.642956,43.26094,43.61957,44.8733,42.6548,46.214333,42.793583,45.18065,45.647903,43.60114,45.00234,43.676456,42.780853,42.00567,43.701336,43.589016,45.346703,43.870575,45.86196,42.348064,43.177025,43.612484,42.074852,44.09676,42.357033,43.305058,43.934673,46.051548,44.414112,42.592434,45.234745,43.304417,43.904327,45.764038,41.980892,44.245045,45.58441,42.53005,44.942604,44.449295,43.48133,43.091377,45.591995,45.107468,47.47183,45.048603,44.45272,47.003445,45.131145,43.357845,44.579006,43.928444,45.758667,43.09726,44.116585,43.959965,46.811108,42.317238,45.029926,45.50574,43.045643,45.57838
1,12,42.36074,43.612053,43.66782,45.02185,44.014866,42.748447,43.30737,43.83255,43.481785,44.894054,43.01237,44.615265,42.34575,46.637363,42.627846,43.76049,43.92475,45.14579,44.397953,45.407406,43.53995,42.81804,44.596485,42.970936,45.376705,44.747242,45.81477,45.012093,44.990856,43.529465,43.858692,45.03176,42.911068,46.38215,43.080807,45.45703,45.90923,43.89505,45.304604,44.003895,43.118385,42.269176,43.930157,43.85572,45.63495,44.088852,46.0782,42.54523,43.442307,43.91446,42.38271,44.421608,42.640392,43.508766,44.16865,46.29392,44.70357,42.87513,45.5292,43.60522,44.253498,46.053825,42.268936,44.523888,45.81136,42.805176,45.28145,44.77998,43.81745,43.34845,45.92615,45.429768,47.766735,45.346256,44.723415,47.281967,45.500336,43.70373,44.823658,44.18682,45.96316,43.44769,44.473957,44.222942,47.023922,42.552025,45.313778,45.77651,43.25238,45.89089
1,13,54.037224,55.329903,55.01673,56.323185,55.36631,54.087006,55.232388,55.513214,54.96657,55.968876,54.56848,55.848152,53.99558,57.445877,54.421196,55.320255,55.464455,55.88064,55.67802,56.131897,55.007042,54.4605,55.6671,54.68241,56.293114,56.30266,57.172504,56.237854,56.11198,54.51968,55.04829,56.06523,54.547962,57.17456,54.706444,56.200634,57.030094,55.26642,56.359447,55.508568,55.283276,54.05052,55.577583,55.312927,56.581894,55.418705,56.84238,54.09771,54.904163,55.358757,53.997078,55.80828,54.389446,54.82,55.882404,57.215553,56.110867,54.59673,56.88441,54.78513,55.635918,57.33193,54.04046,55.933548,56.96682,54.604797,55.869392,55.81204,55.138844,54.80168,56.85636,55.974346,58.39093,56.26226,56.034256,57.481518,56.299572,55.245193,55.632168,55.594738,56.897655,54.854275,55.545925,55.598316,58.00684,54.242344,56.74327,56.72903,54.935444,56.911034
1,14,41.289955,42.53833,42.66207,44.009426,43.050453,41.728317,42.232044,42.768356,42.42804,43.84067,41.933414,43.619797,41.220562,45.613243,41.503853,42.707565,42.892246,44.208694,43.33053,44.36923,42.51466,41.802708,43.559097,41.946537,44.40678,43.728825,44.78319,44.022385,43.95536,42.584545,42.83481,44.05025,41.833473,45.427402,41.962204,44.415966,44.836643,42.804943,44.236683,42.887344,41.928757,41.136627,42.888382,42.79751,44.575848,43.12833,45.093025,41.54337,42.407875,42.85066,41.30764,43.355698,41.603905,42.524025,43.116882,45.28021,43.623238,41.797184,44.493015,42.57311,43.16068,45.0249,41.18954,43.509697,44.760742,41.68496,44.29336,43.708084,42.77992,42.322517,44.90234,44.431343,46.763863,44.303738,43.730694,46.324936,44.46029,42.647644,43.84469,43.088398,44.93847,42.33002,43.339634,43.15172,45.988823,41.45096,44.25194,44.73499,42.143116,44.867485
1,15,61.914886,63.175888,62.684322,64.00972,63.119823,61.844547,63.33954,63.392155,62.630486,63.47096,62.39555,63.44979,61.746708,64.64926,62.184834,62.98938,63.244953,63.27516,63.118675,63.292435,62.602055,62.351917,63.1016,62.662544,63.684338,64.022285,64.81067,63.844704,63.59929,62.061012,62.673954,63.552395,62.375412,64.482346,62.50343,63.464825,64.59523,62.851444,63.764156,63.272125,63.391838,61.912304,63.395115,62.98938,63.827312,63.164173,64.12422,62.010483,62.634277,63.03677,61.80426,63.48769,62.40817,62.560802,63.823112,64.6458,63.851326,62.55672,64.58497,62.30025,63.409454,64.89341,62.073364,63.654358,64.554436,62.60833,63.153034,63.194603,62.84703,62.620544,64.33356,63.109104,65.5728,63.615627,63.808582,64.45395,63.620445,63.17504,63.062588,63.297157,64.21131,62.505013,63.06011,63.331856,65.33619,62.134415,64.38456,64.12803,62.78366,64.40342
1,16,39.77932,41.04497,41.29487,42.75982,41.8983,40.348164,40.87827,41.32841,40.862934,42.48701,40.43463,42.257988,39.6484,44.152218,39.83908,41.277843,41.126568,43.127743,41.6767,42.913673,40.93167,40.47991,42.18614,40.61077,43.14984,42.34412,43.55737,42.72146,42.694874,41.614716,41.507942,42.711742,40.328156,44.039062,40.356686,42.888313,43.342937,41.306362,42.71751,41.357758,40.328392,39.472744,41.574875,41.31402,43.031185,42.055313,43.77247,40.297,41.020847,41.481983,39.906162,41.960915,40.4559,41.27988,41.68269,43.905014,42.18923,40.471386,43.19856,41.26173,41.830235,43.669327,39.809643,42.257484,43.259132,40.151142,43.159317,42.23768,41.524,40.998688,43.682114,43.102615,45.498306,42.883602,42.465336,45.07871,43.14007,41.469795,42.656414,41.54133,43.43169,40.818172,41.729504,41.695427,44.477882,39.86948,42.867065,43.28455,40.41023,43.531322
1,17,40.039345,41.313297,41.507458,42.938557,42.05682,40.57186,41.083904,41.560635,41.13629,42.722004,40.688984,42.489517,39.946514,44.421238,40.161327,41.50693,41.426384,43.267105,41.986313,43.18916,41.197754,40.670742,42.43426,40.846653,43.35312,42.56812,43.780743,42.93004,42.928677,41.74635,41.72719,42.901905,40.591103,44.267246,40.645214,43.169987,43.584396,41.586475,43.002384,41.63672,40.62619,39.766617,41.78365,41.58426,43.33317,42.200638,43.98229,40.467995,41.268005,41.741096,40.160736,42.21529,40.63682,41.485023,41.92671,44.148132,42.44025,40.6827,43.422985,41.498665,42.063545,43.925175,40.050285,42.469887,43.520905,40.408,43.347683,42.51738,41.755272,41.217503,43.90918,43.364643,45.71056,43.13029,42.68772,45.292175,43.41176,41.66261,42.83764,41.807446,43.67807,41.102318,42.028503,41.947475,44.73756,40.145176,43.109657,43.535454,40.725964,43.78652
1,18,54.772305,56.057827,55.71768,57.031567,56.080814,54.81573,56.006943,56.25194,55.690197,56.68566,55.3119,56.562874,54.754486,58.15879,55.17048,56.056126,56.150314,56.574516,56.382202,56.8176,55.698727,55.18406,56.383686,55.435013,56.99232,57.008858,57.919807,56.9353,56.852276,55.23625,55.749836,56.7488,55.279922,57.84124,55.470844,56.904667,57.76242,55.996525,57.076633,56.278328,56.076874,54.796032,56.305553,56.056183,57.299213,56.139847,57.53019,54.82504,55.639503,56.098843,54.762352,56.562702,55.141727,55.532238,56.624065,57.909058,56.845276,55.360474,57.628277,55.502426,56.40035,58.05256,54.785286,56.682823,57.675804,55.37656,56.588253,56.532192,55.896343,55.538174,57.587452,56.681812,59.0949,56.982647,56.757378,58.153503,57.026688,56.021996,56.33141,56.31919,57.59686,55.62585,56.301884,56.330708,58.69034,54.986202,57.461636,57.441437,55.66427,57.625137
1,19,40.229263,41.46912,41.661743,43.046715,42.182304,40.75415,41.21732,41.710327,41.33636,42.837032,40.877758,42.632248,40.06072,44.572567,40.318165,41.647133,41.78773,43.380264,42.170284,43.318817,41.43997,40.83806,42.544697,41.002857,43.49078,42.719734,43.812016,43.082455,42.96362,41.767742,41.8622,43.109768,40.749214,44.46715,40.844723,43.348347,43.79253,41.707684,43.147053,41.77084,40.75807,39.95912,41.89325,41.75663,43.475792,42.296146,44.143612,40.625023,41.393288,41.820656,40.2578,42.325333,40.68022,41.616932,42.08884,44.29811,42.58844,40.803368,43.516697,41.576828,42.16869,44.01254,40.16228,42.55475,43.71398,40.60207,43.40476,42.649597,41.818314,41.344185,43.962944,43.459923,45.80522,43.258953,42.80469,45.41756,43.44748,41.699543,42.93966,41.98286,43.88928,41.23588,42.20069,42.115383,44.924873,40.366756,43.20498,43.705814,41.006958,43.882866
1,20,40.67256,41.964523,42.084625,43.441284,42.50473,41.135822,41.647934,42.16202,41.813385,43.313892,41.31616,43.05989,40.665634,45.072716,40.91971,42.11553,42.14339,43.69397,42.719086,43.844925,41.871346,41.20393,43.037804,41.415287,43.872093,43.157513,44.334427,43.466156,43.500454,42.147194,42.28513,43.422504,41.240345,44.837837,41.337048,43.835724,44.192127,42.261356,43.689026,42.301346,41.335957,40.494408,42.34124,42.231808,44.039745,42.629932,44.536385,40.975506,41.872982,42.364304,40.784325,42.835526,41.13036,42.004894,42.54467,44.743225,43.054634,41.24889,43.98031,42.08837,42.64637,44.55547,40.644558,43.001747,44.161884,41.06553,43.841625,43.168827,42.317005,41.781563,44.46183,43.959133,46.265564,43.761524,43.23276,45.83162,44.026043,42.17332,43.327244,42.48272,44.316902,41.7718,42.726875,42.57148,45.383404,40.806747,43.72367,44.182808,41.472427,44.39282
1,21,39.975677,41.218075,41.42748,42.808758,41.957386,40.51575,40.968216,41.459236,41.082752,42.60522,40.630642,42.386864,39.793648,44.328255,40.047894,41.394123,41.538677,43.170452,41.904182,43.075794,41.195377,40.59558,42.300343,40.771324,43.2634,42.478474,43.57112,42.852676,42.71253,41.55305,41.627777,42.884747,40.49095,44.234455,40.585255,43.097065,43.542385,41.457005,42.896904,41.502167,40.48521,39.694443,41.655468,41.507053,43.226738,42.08527,43.921917,40.402122,41.14621,41.57857,40.00685,42.074673,40.44769,41.398235,41.84584,44.071125,42.342224,40.564148,43.271908,41.3353,41.9295,43.77453,39.91004,42.313118,43.476566,40.352386,43.181454,42.39636,41.57884,41.10596,43.732285,43.224922,45.57667,43.015823,42.5695,45.198063,43.203114,41.459267,42.717903,41.73124,43.64924,40.973076,41.93065,41.873177,44.68491,40.112366,42.954338,43.47189,40.75825,43.645443
1,22,48.11821,49.409588,49.236816,50.55235,49.526947,48.282654,49.154324,49.60811,49.19414,50.388874,48.727833,50.15738,48.22719,52.073536,48.578354,49.520035,49.561176,50.349037,50.068737,50.77237,49.209793,48.49548,50.09394,48.709343,50.741486,50.44955,51.47877,50.509758,50.55749,48.897682,49.341576,50.387955,48.67493,51.670845,48.875664,50.815277,51.392715,49.593163,50.84301,49.758965,49.226162,48.143875,49.668213,49.555008,51.17789,49.58599,51.377495,48.128853,49.105984,49.621464,48.182003,50.103867,48.403244,49.025978,49.933414,51.66598,50.327957,48.6446,51.144226,49.16024,49.88143,51.67522,48.048622,50.173367,51.314087,48.643272,50.48558,50.30286,49.430656,48.964928,51.34714,50.69978,53.0403,50.795643,50.252033,52.297302,50.919476,49.38965,50.100292,49.835175,51.39397,49.176785,50.021107,49.83142,52.48025,48.328842,50.990562,51.213108,49.032326,51.3569
1,23,39.643276,40.856068,41.128723,42.591084,41.755714,40.239956,40.709682,41.16547,40.7014,42.343163,40.315907,42.096634,39.41215,43.97068,39.627007,41.070904,41.093807,43.001385,41.477833,42.73989,40.80031,40.338417,41.99901,40.463264,43.005573,42.14819,43.31478,42.571476,42.441048,41.429615,41.364002,42.631565,40.14471,43.91991,40.21935,42.732822,43.254147,41.102356,42.534023,41.168358,40.125793,39.313126,41.37899,41.138493,42.83489,41.91357,43.646587,40.17116,40.828457,41.255875,39.69695,41.771996,40.254257,41.138844,41.527493,43.76213,42.04847,40.311287,43.011024,41.04588,41.6893,43.455868,39.63526,42.06084,43.147976,40.02856,42.99186,42.05548,41.320927,40.84297,43.484375,42.925987,45.32293,42.721104,42.30571,44.943134,42.913612,41.275105,42.518276,41.380356,43.29375,40.631466,41.58192,41.560432,44.344322,39.746616,42.63939,43.144096,40.333347,43.351654
1,24,41.275608,42.54967,42.633957,43.96583,42.989456,41.696056,42.212868,42.74525,42.424778,43.86827,41.928356,43.586803,41.265945,45.64038,41.548542,42.689404,42.84525,44.172062,43.33638,44.41157,42.489746,41.757465,43.57475,41.936047,44.38456,43.70595,44.800407,44.002697,43.98277,42.551094,42.824314,43.994812,41.83209,45.388294,41.9843,44.436867,44.83497,42.844875,44.280525,42.911263,41.979233,41.15579,42.876804,42.821877,44.62289,43.08594,45.081394,41.50433,42.408905,42.886673,41.326378,43.381447,41.59902,42.501472,43.107758,45.291386,43.63955,41.806465,44.487556,42.597538,43.204994,45.056545,41.192116,43.488995,44.770443,41.7061,44.3096,43.749653,42.803078,42.30571,44.942196,44.46192,46.78163,44.326317,43.719467,46.33829,44.5048,42.64711,43.81314,43.111546,44.935974,42.372303,43.378365,43.16497,45.989025,41.45496,44.26543,44.76768,42.166058,44.898785
1,25,48.57911,49.860115,49.694256,51.020332,49.99815,48.73776,49.625282,50.070793,49.63405,50.792404,49.18522,50.57723,48.624218,52.452038,48.98944,49.963905,50.067852,50.78857,50.48245,51.16205,49.668175,48.97529,50.49861,49.141758,51.16422,50.897373,51.855244,50.959995,50.92893,49.302887,49.793243,50.882065,49.12014,52.1132,49.315556,51.218796,51.853603,50.00343,51.242393,50.183662,49.67397,48.59988,50.127052,49.979454,51.549946,50.038265,51.811142,48.616558,49.53319,50.015907,48.587776,50.500057,48.837357,49.471893,50.38052,52.095417,50.770084,49.10015,51.56047,49.559364,50.296146,52.048386,48.50401,50.585457,51.760456,49.11323,50.874756,50.706337,49.81436,49.402363,51.72736,51.057297,53.437733,51.193348,50.66745,52.68665,51.266865,49.805656,50.52968,50.29336,51.843563,49.585266,50.44625,50.283176,52.922848,48.811993,51.418037,51.629738,49.505238,51.735897
1,26,40.712345,41.957623,42.104237,43.459034,42.53185,41.18305,41.67388,42.18624,41.85208,43.302677,41.364304,43.071255,40.627857,45.078136,40.906933,42.131233,42.28,43.722828,42.734837,43.828083,41.922813,41.252014,43.022144,41.40943,43.891518,43.157726,44.259872,43.48268,43.435944,42.103806,42.289547,43.504158,41.246128,44.889206,41.38457,43.871758,44.280846,42.234676,43.685112,42.310246,41.31781,40.52427,42.32424,42.247078,44.02203,42.626816,44.569393,41.005337,41.860928,42.297848,40.74942,42.813644,41.078186,41.99621,42.54693,44.742367,43.066746,41.24537,43.95261,42.036507,42.63163,44.488094,40.61953,42.97842,44.193455,41.109165,43.819798,43.161545,42.26235,41.780636,44.39839,43.92953,46.25704,43.76529,43.209843,45.834774,43.936485,42.128956,43.32799,42.500027,44.379925,41.76754,42.769806,42.594498,45.41989,40.861263,43.684452,44.200268,41.543507,44.351692
1,27,39.32241,40.56802,40.86982,42.349724,41.5173,39.934277,40.424313,40.881218,40.387794,42.05521,39.988827,41.826385,39.119015,43.677357,39.302044,40.81078,40.70829,42.763023,41.16088,42.434883,40.492844,40.054737,41.711163,40.181778,42.746227,41.902393,43.080963,42.320503,42.19845,41.22945,41.08254,42.334606,39.848812,43.636562,39.874527,42.410408,42.908806,40.814648,42.214443,40.849174,39.80298,38.969086,41.138863,40.836075,42.53611,41.68463,43.366413,39.899754,40.545925,41.00085,39.4213,41.47661,40.015915,40.885456,41.23464,43.475914,41.732048,40.026443,42.742622,40.78879,41.372074,43.189236,39.341373,41.814934,42.82769,39.68447,42.720722,41.74092,41.05408,40.558895,43.225975,42.640213,45.05104,42.413643,42.022953,44.662823,42.64836,41.00816,42.261658,41.060883,42.987392,40.30717,41.21143,41.23836,44.035263,39.41083,42.377487,42.8154,39.947,43.057793
1,28,64.09488,65.40748,64.81987,66.12438,65.27105,63.997723,65.63069,65.603584,64.83272,65.575096,64.55769,65.59211,64.02582,66.77371,64.50429,65.209045,65.351944,65.34513,65.27684,65.346504,64.761795,64.56652,65.23864,64.93667,65.77835,66.21654,67.0648,65.99175,65.80489,64.20543,64.76973,65.59399,64.58773,66.501434,64.729904,65.53667,66.71691,65.05642,65.93924,65.51181,65.714066,64.15857,65.63173,65.2626,65.971565,65.33501,66.16941,64.21933,64.88247,65.266205,64.06946,65.750114,64.687874,64.70042,66.05067,66.73386,66.04166,64.85597,66.76964,64.48456,65.658195,67.119774,64.330956,65.89761,66.67908,64.8742,65.261185,65.37506,65.099785,64.83365,66.49703,65.19731,67.67159,65.771416,66.02863,66.47703,65.7424,65.44422,65.101494,65.4614,66.31743,64.750046,65.16068,65.47797,67.41016,64.32965,66.577614,66.25235,65.00692,66.57554
1,29,42.528866,43.76692,43.83746,45.16073,44.170975,42.90804,43.452785,43.98057,43.644604,45.01481,43.174763,44.752785,42.438313,46.746765,42.755646,43.903122,44.186012,45.29135,44.526386,45.50805,43.74263,42.991684,44.69451,43.12332,45.520935,44.913853,45.885876,45.18306,45.04536,43.619583,43.991272,45.22082,43.045723,46.555607,43.23047,45.578983,46.06289,44.00436,45.408157,44.102493,43.23193,42.417603,44.07187,43.997963,45.740482,44.23442,46.22492,42.71308,43.565605,44.010544,42.479134,44.511158,42.74509,43.66369,44.32038,46.42954,44.831005,43.001156,45.621513,43.691338,44.343567,46.14482,42.380436,44.623955,45.96398,42.957603,45.342854,44.86867,43.888393,43.472733,45.994625,45.50407,47.853027,45.441597,44.833187,47.373276,45.52999,43.766758,44.934032,44.32212,46.124943,43.532032,44.558258,44.363564,47.17814,42.723877,45.41347,45.898003,43.4531,45.980293
